@relation fatigue

@attribute fatigue_value real
@attribute a0_x real
@attribute a0_y real
@attribute a1_x real
@attribute a1_y real
@attribute a2_x real
@attribute a2_y real
@attribute a3_x real
@attribute a3_y real
@attribute a4_x real
@attribute a4_y real
@attribute a5_x real
@attribute a5_y real
@attribute a6_x real
@attribute a6_y real
@attribute a7_x real
@attribute a7_y real
@attribute a8_x real
@attribute a8_y real
@attribute a9_x real
@attribute a9_y real
@attribute a10_x real
@attribute a10_y real
@attribute a11_x real
@attribute a11_y real
@attribute a12_x real
@attribute a12_y real
@attribute a13_x real
@attribute a13_y real
@attribute a14_x real
@attribute a14_y real
@attribute a15_x real
@attribute a15_y real
@attribute a16_x real
@attribute a16_y real
@attribute a17_x real
@attribute a17_y real
@attribute a18_x real
@attribute a18_y real
@attribute a19_x real
@attribute a19_y real
@attribute a20_x real
@attribute a20_y real
@attribute a21_x real
@attribute a21_y real
@attribute a22_x real
@attribute a22_y real
@attribute a23_x real
@attribute a23_y real
@attribute a24_x real
@attribute a24_y real
@attribute a25_x real
@attribute a25_y real
@attribute a26_x real
@attribute a26_y real
@attribute a27_x real
@attribute a27_y real
@attribute a28_x real
@attribute a28_y real
@attribute a29_x real
@attribute a29_y real
@attribute a30_x real
@attribute a30_y real
@attribute a31_x real
@attribute a31_y real
@attribute a32_x real
@attribute a32_y real
@attribute a33_x real
@attribute a33_y real
@attribute a34_x real
@attribute a34_y real
@attribute a35_x real
@attribute a35_y real
@attribute a36_x real
@attribute a36_y real
@attribute a37_x real
@attribute a37_y real
@attribute a38_x real
@attribute a38_y real
@attribute a39_x real
@attribute a39_y real
@attribute a40_x real
@attribute a40_y real
@attribute a41_x real
@attribute a41_y real
@attribute a42_x real
@attribute a42_y real
@attribute a43_x real
@attribute a43_y real
@attribute a44_x real
@attribute a44_y real
@attribute a45_x real
@attribute a45_y real
@attribute a46_x real
@attribute a46_y real
@attribute a47_x real
@attribute a47_y real
@attribute a48_x real
@attribute a48_y real
@attribute a49_x real
@attribute a49_y real
@attribute a50_x real
@attribute a50_y real
@attribute a51_x real
@attribute a51_y real
@attribute a52_x real
@attribute a52_y real
@attribute a53_x real
@attribute a53_y real
@attribute a54_x real
@attribute a54_y real
@attribute a55_x real
@attribute a55_y real
@attribute a56_x real
@attribute a56_y real
@attribute a57_x real
@attribute a57_y real
@attribute a58_x real
@attribute a58_y real
@attribute a59_x real
@attribute a59_y real
@attribute a60_x real
@attribute a60_y real
@attribute a61_x real
@attribute a61_y real
@attribute a62_x real
@attribute a62_y real
@attribute a63_x real
@attribute a63_y real
@attribute a64_x real
@attribute a64_y real
@attribute a65_x real
@attribute a65_y real
@attribute a66_x real
@attribute a66_y real
@attribute a67_x real
@attribute a67_y real

@data
?,-107.54,-40.979,-105.657,-8.21286,-100.897,22.2946,-92.1022,52.1076,-78.4273,80.0863,-58.5975,101.167,-36.6317,114.288,-4.21477,120.198,31.0902,117.461,53.1237,105.442,71.8223,79.005,80.0648,55.0142,86.6641,25.1846,91.2928,-5.90863,90.2945,-41.0218,78.1362,-66.2569,59.5644,-85.8321,29.0248,-84.7428,13.2559,-70.146,35.4469,-70.9509,58.1325,-71.366,-91.2914,-67.7254,-73.4182,-85.9484,-44.1865,-85.6138,-24.2007,-70.8209,-48.3099,-73.0739,-71.6555,-73.6515,-75.9305,-43.4858,-55.6028,-51.1535,-36.2404,-43.6505,-55.5004,-39.4399,-55.4013,-44.8947,61.58,-43.1513,45.5468,-50.6723,26.5521,-43.0849,45.288,-38.4582,44.8711,-44.3979,-17.167,-44.9666,-21.5218,-16.0845,-35.1847,12.3178,-27.9282,23.3828,-1.26563,25.5273,22.79,24.638,29.4599,12.9611,16.4147,-16.1546,9.23863,-44.9532,-16.8683,15.3987,14.1106,16.2406,-46.4155,61.9923,-31.529,50.7314,-17.9173,44.9271,-4.99572,47.1331,7.94317,45.164,22.2358,50.9599,36.1287,63.4552,23.5785,69.9847,11.6195,74.7037,-4.25703,76.5784,-20.9277,75.0912,-34.511,69.7518,-23.9017,63.3431,-4.30903,65.3403,14.7834,64.1878,14.6808,57.3251,-4.14539,55.8456,-22.9056,56.874,-4.59147,60.1617,0,0
